Test,Animal,Treatment,Day,Trial,Duration,Distance,WMC_error,RM_error
502,16,SEA E12.5,6,2,120,2.694,,
503,16,SEA E12.5,6,3,88.5,1.67,,
504,16,SEA E12.5,6,4,120,3.725,,
505,17,Saline E12.5,6,1,19.6,0.809,0,1
506,17,Saline E12.5,6,2,12.1,0.706,0,1
507,17,Saline E12.5,6,3,120,7.379,14,8
508,17,Saline E12.5,6,4,120,6.151,11,7
509,18,Saline E12.5,6,1,16.4,1.739,0,5
510,18,Saline E12.5,6,2,58.2,6.232,8,10
511,18,Saline E12.5,6,3,28.9,2.566,1,4
512,18,Saline E12.5,6,4,120,11.69,22,11
513,19,Saline E12.5,6,1,14.7,1.614,0,3
514,19,Saline E12.5,6,2,3.2,0.416,0,0
515,19,Saline E12.5,6,3,31.8,5.094,6,6
516,19,Saline E12.5,6,4,12.1,1.736,2,1
517,20,Saline E12.5,6,1,11.4,1.479,0,3
518,20,Saline E12.5,6,2,15.4,1.983,0,2
519,20,Saline E12.5,6,3,20.6,2.44,2,4
520,20,Saline E12.5,6,4,67.1,7.164,8,12
521,21,Saline E12.5,6,1,44.6,2.48,0,7
522,21,Saline E12.5,6,2,17,1.23,3,0
523,21,Saline E12.5,6,3,120,4.47,3,6
524,21,Saline E12.5,6,4,64.1,4.652,8,3
525,22,Saline E12.5,6,1,17.8,1.139,0,2
526,22,Saline E12.5,6,2,19.5,3.146,2,4
527,22,Saline E12.5,6,3,9.4,1.233,,
528,22,Saline E12.5,6,4,11,1.271,2,1
529,1,SEA E12.5,7,1,82.2,6.237,0,16
530,1,SEA E12.5,7,2,21.5,1.703,0,3
531,1,SEA E12.5,7,3,120,11.683,13,23
532,1,SEA E12.5,7,4,120,9.511,4,22
533,2,SEA E12.5,7,1,5.4,0.55,0,1
534,2,SEA E12.5,7,2,45.5,3.79,0,8
535,2,SEA E12.5,7,3,120,10.068,13,14
536,2,SEA E12.5,7,4,63.9,5.066,7,6
537,3,SEA E12.5,7,1,3.1,0.49,0,1
538,3,SEA E12.5,7,2,37.2,5.564,1,13
539,3,SEA E12.5,7,3,40.1,5.13,8,6
540,3,SEA E12.5,7,4,114.3,12.297,18,17
541,4,SEA E12.5,7,1,14.1,1.708,0,3
542,4,SEA E12.5,7,2,46.9,6.058,4,10
543,4,SEA E12.5,7,3,120,10.817,10,20
544,4,SEA E12.5,7,4,60,4.939,3,6
545,5,SEA E12.5,7,1,19.5,1.162,0,2
546,5,SEA E12.5,7,2,34.6,4.865,4,4
547,5,SEA E12.5,7,3,30.9,4.038,7,1
548,5,SEA E12.5,7,4,13.8,1.882,1,2
549,6,SEA E12.5,7,1,23.3,1.824,0,1
550,6,SEA E12.5,7,2,25.1,2.124,2,5
551,6,SEA E12.5,7,3,97.8,5.264,7,1
552,6,SEA E12.5,7,4,30.1,2.108,3,1
553,7,Saline E12.5,7,1,4.4,0.519,0,1
554,7,Saline E12.5,7,2,23.1,2.022,2,2
555,7,Saline E12.5,7,3,120,4.428,12,2
556,7,Saline E12.5,7,4,120,2.017,7,1
557,8,Saline E12.5,7,1,12.7,1.21,0,0
558,8,Saline E12.5,7,2,11,1.431,1,0
559,8,Saline E12.5,7,3,120,12.144,13,17
560,8,Saline E12.5,7,4,120,2,2,4
561,9,Saline E12.5,7,1,8.4,0.554,0,1
562,9,Saline E12.5,7,2,12.5,1.65,2,2
563,9,Saline E12.5,7,3,31.9,4.887,8,5
564,9,Saline E12.5,7,4,8.7,1.17,1,1
565,10,Saline E12.5,7,1,20.9,2.209,0,3
566,10,Saline E12.5,7,2,11.8,0.992,2,0
567,10,Saline E12.5,7,3,38,5.943,5,10
568,10,Saline E12.5,7,4,69.9,8.844,12,10
569,11,SEA E12.5,7,1,3.7,0.299,0,0
570,11,SEA E12.5,7,2,10.6,1.44,2,3
571,11,SEA E12.5,7,3,20.1,1.507,2,2
572,11,SEA E12.5,7,4,120,12.225,20,12
573,12,SEA E12.5,7,1,4.4,0.432,0,1
574,12,SEA E12.5,7,2,18.6,2.246,2,4
575,12,SEA E12.5,7,3,100.6,10.929,11,15
576,12,SEA E12.5,7,4,27.9,2.087,2,3
577,13,SEA E12.5,7,1,35.2,2.374,0,4
578,13,SEA E12.5,7,2,51.9,3.896,4,3
579,13,SEA E12.5,7,3,120,7.835,7,12
580,13,SEA E12.5,7,4,84.9,4.702,5,5
581,14,SEA E12.5,7,1,32.3,2.59,0,3
582,14,SEA E12.5,7,2,3.9,0,0,0
583,14,SEA E12.5,7,3,28.1,2.82,2,1
584,14,SEA E12.5,7,4,71.6,6.412,8,5
585,15,SEA E12.5,7,1,120,3.295,0,12
586,15,SEA E12.5,7,2,120,1.721,0,5
587,15,SEA E12.5,7,3,5.3,0.411,0,0
588,15,SEA E12.5,7,4,52.3,1.848,4,0
589,16,SEA E12.5,7,1,120,1.474,0,3
590,16,SEA E12.5,7,2,120,1.202,,
591,16,SEA E12.5,7,3,120,0.978,,
592,16,SEA E12.5,7,4,120,2.236,,
593,17,Saline E12.5,7,1,59.8,2.041,0,4
594,17,Saline E12.5,7,2,15.7,1.136,0,3
595,17,Saline E12.5,7,3,20.9,1.212,0,3
596,17,Saline E12.5,7,4,120,5.543,7,10
597,18,Saline E12.5,7,1,3.6,0.243,0,0
598,18,Saline E12.5,7,2,46.8,2.828,7,3
599,18,Saline E12.5,7,3,95.3,6.922,9,13
600,18,Saline E12.5,7,4,120,8.933,16,10
601,19,Saline E12.5,7,1,5.1,0.614,0,1
602,19,Saline E12.5,7,2,2.2,0.314,0,0
603,19,Saline E12.5,7,3,16.2,2.793,3,4
604,19,Saline E12.5,7,4,7.7,0.947,2,0
605,20,Saline E12.5,7,1,9.8,0.872,0,0
606,20,Saline E12.5,7,2,23.8,2.783,1,2
607,20,Saline E12.5,7,3,8.2,0.744,0,1
608,20,Saline E12.5,7,4,48.9,6.28,8,8
609,21,Saline E12.5,7,1,45.5,1.36,0,6
610,21,Saline E12.5,7,2,56.1,3.398,0,5
611,21,Saline E12.5,7,3,55.8,2.106,2,1
612,21,Saline E12.5,7,4,120,4.584,7,4
613,22,Saline E12.5,7,1,10.9,0.927,0,2
614,22,Saline E12.5,7,2,13.4,1.48,0,3
615,22,Saline E12.5,7,3,19.4,2.299,2,4
616,22,Saline E12.5,7,4,13,1.101,0,3
617,1,SEA E12.5,8,1,3.2,0.377,0,1
618,1,SEA E12.5,8,2,9.6,1.187,1,1
619,1,SEA E12.5,8,3,57.5,7.219,9,10
620,1,SEA E12.5,8,4,120,13.626,20,19
621,2,SEA E12.5,8,1,6.5,0.584,0,1
622,2,SEA E12.5,8,2,17.5,2.152,2,1
623,2,SEA E12.5,8,3,19.8,2.611,4,2
624,2,SEA E12.5,8,4,50.1,8.23,4,17
625,3,SEA E12.5,8,1,26,1.533,0,2
626,3,SEA E12.5,8,2,15.3,0.956,0,2
627,3,SEA E12.5,8,3,30,2.396,5,1
628,3,SEA E12.5,8,4,80.4,7.835,9,13
629,4,SEA E12.5,8,1,14.4,0.666,0,1
630,4,SEA E12.5,8,2,29.9,2.495,1,6
631,4,SEA E12.5,8,3,19.2,0.994,0,1
632,4,SEA E12.5,8,4,120,11.233,15,13
633,5,SEA E12.5,8,1,4.6,0.532,0,1
634,5,SEA E12.5,8,2,20.4,2.687,2,5
635,5,SEA E12.5,8,3,28.1,3.566,6,5
636,5,SEA E12.5,8,4,120,14.019,23,16
637,6,SEA E12.5,8,1,24,2.002,0,1
638,6,SEA E12.5,8,2,35.1,2.603,2,3
639,6,SEA E12.5,8,3,62.4,6.272,6,8
640,6,SEA E12.5,8,4,71.9,7.971,11,7
641,7,Saline E12.5,8,1,19.7,0.858,0,1
642,7,Saline E12.5,8,2,15.7,1.161,1,1
643,7,Saline E12.5,8,3,120,2.725,7,3
644,7,Saline E12.5,8,4,120,5.675,10,6
645,8,Saline E12.5,8,1,6.9,0.643,0,1
646,8,Saline E12.5,8,2,28.2,3.405,3,2
647,8,Saline E12.5,8,3,72.9,5.044,7,5
648,8,Saline E12.5,8,4,120,6.908,10,8
649,9,Saline E12.5,8,1,13,1.276,0,2
650,9,Saline E12.5,8,2,21.7,3.075,2,5
651,9,Saline E12.5,8,3,43.2,4.748,1,8
652,9,Saline E12.5,8,4,92.8,11.022,10,20
653,10,Saline E12.5,8,1,4.2,0.456,0,1
654,10,Saline E12.5,8,2,14.2,1.727,2,3
655,10,Saline E12.5,8,3,26.7,2.744,2,4
656,10,Saline E12.5,8,4,120,16.137,24,20
657,11,SEA E12.5,8,1,3.3,0.427,0,1
658,11,SEA E12.5,8,2,14.6,2.058,3,1
659,11,SEA E12.5,8,3,27.2,3.462,3,7
660,11,SEA E12.5,8,4,54.6,5.898,10,9
661,12,SEA E12.5,8,1,14.7,0.771,0,2
662,12,SEA E12.5,8,2,13.6,1.21,2,1
663,12,SEA E12.5,8,3,17.2,1.721,2,2
664,12,SEA E12.5,8,4,120,13.548,18,23
665,13,SEA E12.5,8,1,35,1.727,0,4
666,13,SEA E12.5,8,2,15.9,0.717,0,1
667,13,SEA E12.5,8,3,24.4,1.587,2,1
668,13,SEA E12.5,8,4,120,10.003,11,18
669,14,SEA E12.5,8,1,16.2,0.98,0,1
670,14,SEA E12.5,8,2,5.6,0.686,0,3
671,14,SEA E12.5,8,3,120,11.917,15,15
672,14,SEA E12.5,8,4,120,12.877,26,8
673,15,SEA E12.5,8,1,120,2.42,0,6
674,15,SEA E12.5,8,2,62.6,2.295,0,7
675,15,SEA E12.5,8,3,120,3.594,0,6
676,15,SEA E12.5,8,4,120,6.887,11,8
677,16,SEA E12.5,8,1,120,1.118,0,2
678,16,SEA E12.5,8,2,120,3.439,0,6
679,16,SEA E12.5,8,3,120,2.137,0,4
680,16,SEA E12.5,8,4,120,3.5,5,5
681,17,Saline E12.5,8,1,16.5,0.699,0,1
682,17,Saline E12.5,8,2,120,2.996,3,9
683,17,Saline E12.5,8,3,23.1,1.405,2,1
684,17,Saline E12.5,8,4,120,1.574,0,4
685,18,Saline E12.5,8,1,15.6,0.783,0,1
686,18,Saline E12.5,8,2,5.5,0.767,0,1
687,18,Saline E12.5,8,3,15.3,0.662,0,1
688,18,Saline E12.5,8,4,120,12.233,23,9
689,19,Saline E12.5,8,1,3,0.436,0,1
690,19,Saline E12.5,8,2,28.5,4.414,0,11
691,19,Saline E12.5,8,3,35,4.649,4,7
692,19,Saline E12.5,8,4,36.5,4.19,5,5
693,20,Saline E12.5,8,1,8.1,0.584,0,2
694,20,Saline E12.5,8,2,11.4,1.331,0,2
695,20,Saline E12.5,8,3,4.6,0.018,0,0
696,20,Saline E12.5,8,4,10.9,1.275,0,2
697,21,Saline E12.5,8,1,62.7,1.375,0,1
698,21,Saline E12.5,8,2,120,3.857,0,5
699,21,Saline E12.5,8,3,120,7.29,0,16
700,21,Saline E12.5,8,4,54,2.38,2,3
701,22,Saline E12.5,8,1,10.3,0.601,0,1
702,22,Saline E12.5,8,2,13.5,4.02,2,4
703,22,Saline E12.5,8,3,8.5,0.997,1,1
704,22,Saline E12.5,8,4,36.4,4.356,6,5
705,1,SEA E12.5,9,1,46.1,3.135,0,8
706,1,SEA E12.5,9,2,12.4,1.23,2,1
707,1,SEA E12.5,9,3,34.2,2.989,4,5
708,1,SEA E12.5,9,4,120,12.53,18,18
709,2,SEA E12.5,9,1,17.4,1.63,0,1
710,2,SEA E12.5,9,2,11.9,1.115,0,2
711,2,SEA E12.5,9,3,5.4,0,0,0
712,2,SEA E12.5,9,4,120,13.757,14,22
713,3,SEA E12.5,9,1,21.3,1.342,0,3
714,3,SEA E12.5,9,2,42.4,3.567,4,5
715,3,SEA E12.5,9,3,19.9,1.735,2,2
716,3,SEA E12.5,9,4,120,10.595,14,16
717,4,SEA E12.5,9,1,34.8,2.679,0,4
718,4,SEA E12.5,9,2,12.2,1.007,1,0
719,4,SEA E12.5,9,3,31.3,3.451,0,8
720,4,SEA E12.5,9,4,54.4,5.769,10,5
721,5,SEA E12.5,9,1,12.1,0.451,0,0
722,5,SEA E12.5,9,2,16.4,1.861,2,2
723,5,SEA E12.5,9,3,120,9.031,12,9
724,5,SEA E12.5,9,4,120,10.944,17,13
725,6,SEA E12.5,9,1,31.3,3.063,0,4
726,6,SEA E12.5,9,2,3.8,0.351,0,0
727,6,SEA E12.5,9,3,5.9,0.416,0,0
728,6,SEA E12.5,9,4,6.6,0.299,0,0
729,7,Saline E12.5,9,1,19.7,1.019,0,1
730,7,Saline E12.5,9,2,11.6,0.677,0,1
731,7,Saline E12.5,9,3,120,2.61,12,1
732,7,Saline E12.5,9,4,120,1.752,0,5
733,8,Saline E12.5,9,1,2.7,0.337,0,0
734,8,Saline E12.5,9,2,6.4,0.682,1,0
735,8,Saline E12.5,9,3,27.4,4.044,8,2
736,8,Saline E12.5,9,4,120,8.775,13,11
737,9,Saline E12.5,9,1,13.1,1.353,0,3
738,9,Saline E12.5,9,2,9.4,1.221,0,2
739,9,Saline E12.5,9,3,40.8,6.261,6,9
740,9,Saline E12.5,9,4,18.8,1.865,2,2
741,10,Saline E12.5,9,1,10.3,0.831,0,1
742,10,Saline E12.5,9,2,18.1,1.914,2,1
743,10,Saline E12.5,9,3,11.6,1.178,0,3
744,10,Saline E12.5,9,4,20.5,2.798,4,3
745,11,SEA E12.5,9,1,3.9,0.326,0,0
746,11,SEA E12.5,9,2,25.6,2.805,3,4
747,11,SEA E12.5,9,3,120,6.043,11,5
748,11,SEA E12.5,9,4,120,3.954,3,7
749,12,SEA E12.5,9,1,15.4,0.577,0,1
750,12,SEA E12.5,9,2,12.3,1.232,0,2
751,12,SEA E12.5,9,3,15.4,1.788,0,4
752,12,SEA E12.5,9,4,17.3,1.785,2,2
753,13,SEA E12.5,9,1,29.2,2.13,0,1
754,13,SEA E12.5,9,2,13.3,0.574,0,0
755,13,SEA E12.5,9,3,35.2,4.249,3,4
756,13,SEA E12.5,9,4,38.6,3.102,5,2
757,14,SEA E12.5,9,1,19.6,1.108,0,1
758,14,SEA E12.5,9,2,7.2,0.923,2,0
759,14,SEA E12.5,9,3,59.2,6.271,5,12
760,14,SEA E12.5,9,4,120,10.33,20,9
761,15,SEA E12.5,9,1,120,0.762,0,4
762,15,SEA E12.5,9,2,5.1,0.599,0,1
763,15,SEA E12.5,9,3,120,1.47,0,4
764,15,SEA E12.5,9,4,120,0.468,0,0
765,16,SEA E12.5,9,1,120,1.039,0,2
766,16,SEA E12.5,9,2,114.5,1.463,0,0
767,16,SEA E12.5,9,3,120,2.415,0,4
768,16,SEA E12.5,9,4,7.1,0.338,0,1
769,17,Saline E12.5,9,1,29.5,0.705,0,1
770,17,Saline E12.5,9,2,43,1.16,2,1
771,17,Saline E12.5,9,3,120,2.03,5,1
772,17,Saline E12.5,9,4,120,1.68,8,1
773,18,Saline E12.5,9,1,8.1,0.545,0,1
774,18,Saline E12.5,9,2,18.3,1.428,2,1
775,18,Saline E12.5,9,3,29,2.851,6,1
776,18,Saline E12.5,9,4,10.1,1.69,0,3
777,19,Saline E12.5,9,1,12,0.621,0,1
778,19,Saline E12.5,9,2,6.6,0.846,2,0
779,19,Saline E12.5,9,3,7.4,0.999,2,0
780,19,Saline E12.5,9,4,2.4,0.243,0,0
781,20,Saline E12.5,9,1,9,0.557,0,1
782,20,Saline E12.5,9,2,10.1,1.511,0,3
783,20,Saline E12.5,9,3,7.7,0,0,0
784,20,Saline E12.5,9,4,27,3.876,4,6
785,21,Saline E12.5,9,1,46.5,1.742,0,2
786,21,Saline E12.5,9,2,48.5,1.802,0,2
787,21,Saline E12.5,9,3,120,2.003,0,2
788,21,Saline E12.5,9,4,120,1.507,0,2
789,22,Saline E12.5,9,1,26.2,1.759,0,3
790,22,Saline E12.5,9,2,4,0.215,0,0
791,22,Saline E12.5,9,3,20.4,2.515,4,2
792,22,Saline E12.5,9,4,67.2,8.975,12,10
793,1,SEA E12.5,10,1,6.9,0.781,0,2
794,1,SEA E12.5,10,2,8.4,1.205,2,1
795,1,SEA E12.5,10,3,28,4.242,3,6
796,1,SEA E12.5,10,4,120,14.098,19,25
797,2,SEA E12.5,10,1,8.5,0.907,0,1
798,2,SEA E12.5,10,2,5.5,0.532,0,1
799,2,SEA E12.5,10,3,40.8,5.602,6,9
800,2,SEA E12.5,10,4,40.1,4.332,7,5
801,3,SEA E12.5,10,1,81.3,5.418,0,9
802,3,SEA E12.5,10,2,53.7,3.451,0,6
803,3,SEA E12.5,10,3,22.2,2.044,2,1
804,3,SEA E12.5,10,4,50.2,2.998,0,7
805,4,SEA E12.5,10,1,21.7,1.027,0,1
806,4,SEA E12.5,10,2,55.6,5.467,6,7
807,4,SEA E12.5,10,3,51,5.039,6,5
808,4,SEA E12.5,10,4,23.3,2.317,4,2
809,5,SEA E12.5,10,1,4.8,0.399,0,1
810,5,SEA E12.5,10,2,10.1,0.85,1,1
811,5,SEA E12.5,10,3,60.8,7.287,9,11
812,5,SEA E12.5,10,4,83.5,8.73,14,8
813,6,SEA E12.5,10,1,19,1.412,0,2
814,6,SEA E12.5,10,2,9.8,1.049,0,1
815,6,SEA E12.5,10,3,18,1.589,0,3
816,6,SEA E12.5,10,4,30.6,2.961,4,4
817,7,Saline E12.5,10,1,42.9,1.553,0,1
818,7,Saline E12.5,10,2,120,2.177,0,1
819,7,Saline E12.5,10,3,120,1.773,0,8
820,7,Saline E12.5,10,4,116.3,10.975,11,19
821,8,Saline E12.5,10,1,3.1,0.598,0,1
822,8,Saline E12.5,10,2,7.9,1.226,1,1
823,8,Saline E12.5,10,3,40.7,8.229,11,7
824,8,Saline E12.5,10,4,110.3,10.912,13,16
825,9,Saline E12.5,10,1,5.6,0.714,0,0
826,9,Saline E12.5,10,2,4.8,0.667,0,1
827,9,Saline E12.5,10,3,16.4,2.432,1,3
828,9,Saline E12.5,10,4,120,16.468,8,32
829,10,Saline E12.5,10,1,4.3,0.644,0,1
830,10,Saline E12.5,10,2,11.1,1.904,0,5
831,10,Saline E12.5,10,3,8.2,1.007,0,2
832,10,Saline E12.5,10,4,28.6,4.683,3,11
833,11,SEA E12.5,10,1,7.7,0.984,,
834,11,SEA E12.5,10,2,9.6,1.199,,
835,11,SEA E12.5,10,3,3.1,0.387,,
836,11,SEA E12.5,10,4,25.1,3.77,,
837,12,SEA E12.5,10,1,15.1,1.953,0,4
838,12,SEA E12.5,10,2,7.3,0.961,0,1
839,12,SEA E12.5,10,3,43.7,7.069,4,14
840,12,SEA E12.5,10,4,8.5,1.153,0,2
841,13,SEA E12.5,10,1,10.8,1.19,0,2
842,13,SEA E12.5,10,2,3.9,0.522,0,1
843,13,SEA E12.5,10,3,56.2,8.569,12,10
844,13,SEA E12.5,10,4,52,6.815,7,11
845,14,SEA E12.5,10,1,5.7,0.659,0,1
846,14,SEA E12.5,10,2,4.7,0.404,0,0
847,14,SEA E12.5,10,3,8.1,1.122,1,0
848,14,SEA E12.5,10,4,120,13.121,24,12
849,15,SEA E12.5,10,1,27.9,0.874,0,1
850,15,SEA E12.5,10,2,120,1.99,2,1
851,15,SEA E12.5,10,3,33.7,2.242,2,4
852,15,SEA E12.5,10,4,24.3,2.076,4,1
853,16,SEA E12.5,10,1,120,1.899,0,2
854,16,SEA E12.5,10,2,48.1,2.031,0,4
855,16,SEA E12.5,10,3,118.4,5.019,2,13
856,16,SEA E12.5,10,4,120,8.103,13,10
857,17,Saline E12.5,10,1,22,0.689,0,3
858,17,Saline E12.5,10,2,12.6,0.881,0,1
859,17,Saline E12.5,10,3,2.9,0.287,0,0
860,17,Saline E12.5,10,4,120,2.171,6,1
861,18,Saline E12.5,10,1,4.6,0.559,0,1
862,18,Saline E12.5,10,2,12,1.75,2,2
863,18,Saline E12.5,10,3,4.9,0.619,0,1
864,18,Saline E12.5,10,4,97.1,13.453,19,13
865,19,Saline E12.5,10,1,7.2,0.559,0,2
866,19,Saline E12.5,10,2,3.2,0.324,0,0
867,19,Saline E12.5,10,3,9.9,1.281,0,3
868,19,Saline E12.5,10,4,6.9,1.081,0,3
869,20,Saline E12.5,10,1,13.5,1.695,0,3
870,20,Saline E12.5,10,2,6.5,1.247,0,3
871,20,Saline E12.5,10,3,2.8,0.44,0,0
872,20,Saline E12.5,10,4,120,19.282,23,29
873,21,Saline E12.5,10,1,120,2.955,0,1
874,21,Saline E12.5,10,2,22.1,1.45,1,1
875,21,Saline E12.5,10,3,119.3,11.521,14,13
876,21,Saline E12.5,10,4,66.9,6.349,2,13
877,22,Saline E12.5,10,1,13.7,1.845,0,5
878,22,Saline E12.5,10,2,2.8,0.407,0,0
879,22,Saline E12.5,10,3,19.1,2.863,4,3
880,22,Saline E12.5,10,4,120,16.324,18,25
881,1,SEA E12.5,11,1,3.3,0.531,0,1
882,1,SEA E12.5,11,2,33.8,4.748,5,5
883,1,SEA E12.5,11,3,37.7,5.286,5,8
884,1,SEA E12.5,11,4,37.5,5.4,6,6
885,2,SEA E12.5,11,1,3.1,0.453,0,0
886,2,SEA E12.5,11,2,15.3,2.695,1,5
887,2,SEA E12.5,11,3,19.8,3.368,5,0
888,2,SEA E12.5,11,4,40.2,5.896,6,9
889,3,SEA E12.5,11,1,15.6,1.141,0,2
890,3,SEA E12.5,11,2,12.3,1.36,0,3
891,3,SEA E12.5,11,3,31.8,4.881,6,5
892,3,SEA E12.5,11,4,16.9,2.783,0,5
893,4,SEA E12.5,11,1,5.9,1.536,0,1
894,4,SEA E12.5,11,2,14,1.879,0,1
895,4,SEA E12.5,11,3,30,4.944,8,4
896,4,SEA E12.5,11,4,25.8,4.055,4,6
897,5,SEA E12.5,11,1,6.1,0.431,0,1
898,5,SEA E12.5,11,2,51.8,7.64,3,9
899,5,SEA E12.5,11,3,52.1,5.828,5,6
900,5,SEA E12.5,11,4,3.5,0.434,0,1
901,6,SEA E12.5,11,1,3.6,0.412,0,1
902,6,SEA E12.5,11,2,9.7,1.295,0,3
903,6,SEA E12.5,11,3,16,2.653,2,4
904,6,SEA E12.5,11,4,21.1,3.269,4,4
905,7,Saline E12.5,11,1,31.6,1.357,0,1
906,7,Saline E12.5,11,2,120,1.83,0,5
907,7,Saline E12.5,11,3,120,2.034,4,1
908,7,Saline E12.5,11,4,27.2,1.698,0,4
909,8,Saline E12.5,11,1,12.1,2.105,0,5
910,8,Saline E12.5,11,2,5.8,0.95,0,2
911,8,Saline E12.5,11,3,25.4,4.244,4,7
912,8,Saline E12.5,11,4,99.3,11.45,23,5
913,9,Saline E12.5,11,1,7.7,0.76,0,1
914,9,Saline E12.5,11,2,9.2,1.354,2,1
915,9,Saline E12.5,11,3,29.9,3.967,2,8
916,9,Saline E12.5,11,4,120,17.456,18,30
917,10,Saline E12.5,11,1,3.6,0.543,0,1
918,10,Saline E12.5,11,2,11.5,1.539,1,3
919,10,Saline E12.5,11,3,7.6,1.176,2,1
920,10,Saline E12.5,11,4,120,18.631,27,27
921,11,SEA E12.5,11,1,7.5,0.45,0,1
922,11,SEA E12.5,11,2,10.1,1.131,2,1
923,11,SEA E12.5,11,3,8.7,1.06,2,1
924,11,SEA E12.5,11,4,16.1,2.614,6,1
925,12,SEA E12.5,11,1,9.1,0.538,0,0
926,12,SEA E12.5,11,2,15.2,1.885,2,3
927,12,SEA E12.5,11,3,55.4,7.408,3,16
928,12,SEA E12.5,11,4,33.2,4.846,6,5
929,13,SEA E12.5,11,1,12.8,0.925,0,1
930,13,SEA E12.5,11,2,8.4,1.086,2,0
931,13,SEA E12.5,11,3,11.3,1.335,2,1
932,13,SEA E12.5,11,4,18,2.417,4,2
933,14,SEA E12.5,11,1,5.9,0.673,0,1
934,14,SEA E12.5,11,2,3.5,0.508,0,1
935,14,SEA E12.5,11,3,9.1,1.273,2,1
936,14,SEA E12.5,11,4,101.3,13.909,24,12
937,15,SEA E12.5,11,1,104.8,1.433,0,3
938,15,SEA E12.5,11,2,120,1.827,1,3
939,15,SEA E12.5,11,3,120,5.838,8,9
940,15,SEA E12.5,11,4,120,8.633,12,11
941,16,SEA E12.5,11,1,120,2.676,0,4
942,16,SEA E12.5,11,2,109.6,3.054,0,6
943,16,SEA E12.5,11,3,52.6,2.959,4,3
944,16,SEA E12.5,11,4,120,8.963,9,15
945,17,Saline E12.5,11,1,12.2,0.672,0,1
946,17,Saline E12.5,11,2,13.6,1.216,0,2
947,17,Saline E12.5,11,3,120,1.74,4,1
948,17,Saline E12.5,11,4,120,5.283,3,5
949,18,Saline E12.5,11,1,6.8,0.82,0,1
950,18,Saline E12.5,11,2,5.5,0.788,0,1
951,18,Saline E12.5,11,3,3.6,0.391,0,0
952,18,Saline E12.5,11,4,4.3,0.628,0,1
953,19,Saline E12.5,11,1,4.7,0.526,0,1
954,19,Saline E12.5,11,2,11.8,1.723,0,4
955,19,Saline E12.5,11,3,13.7,2.547,2,3
956,19,Saline E12.5,11,4,31,4.593,7,5
957,20,Saline E12.5,11,1,9.2,0.711,0,0
958,20,Saline E12.5,11,2,9.9,1.902,2,2
959,20,Saline E12.5,11,3,34.2,5.707,5,7
960,20,Saline E12.5,11,4,88.9,12.615,18,16
961,21,Saline E12.5,11,1,113.3,3.214,0,1
962,21,Saline E12.5,11,2,120,5.064,2,2
963,21,Saline E12.5,11,3,85.2,4.661,2,3
964,21,Saline E12.5,11,4,75.8,6.864,6,10
965,22,Saline E12.5,11,1,6.8,0.889,0,2
966,22,Saline E12.5,11,2,3.5,0.077,0,0
967,22,Saline E12.5,11,3,10.8,1.279,2,0
968,22,Saline E12.5,11,4,41.8,6.762,8,7
969,1,SEA E12.5,12,1,10.8,1.711,0,3
970,1,SEA E12.5,12,2,8.4,0.693,0,1
971,1,SEA E12.5,12,3,8.6,1.2,0,3
972,1,SEA E12.5,12,4,14.3,2.189,2,4
973,2,SEA E12.5,12,1,10.3,1.071,0,2
974,2,SEA E12.5,12,2,6.4,1.131,0,1
975,2,SEA E12.5,12,3,28.8,4.899,2,7
976,2,SEA E12.5,12,4,26.1,3.737,3,6
977,3,SEA E12.5,12,1,26.1,1.876,0,3
978,3,SEA E12.5,12,2,5.9,0.698,0,1
979,3,SEA E12.5,12,3,19.9,2.18,0,4
980,3,SEA E12.5,12,4,25.2,3.515,0,9
981,4,SEA E12.5,12,1,3.6,0.523,0,0
982,4,SEA E12.5,12,2,9.6,0.872,0,0
983,4,SEA E12.5,12,3,51.5,7.392,9,10
984,4,SEA E12.5,12,4,5.1,0.536,0,1
985,5,SEA E12.5,12,1,8.8,0.553,0,1
986,5,SEA E12.5,12,2,16.2,1.835,0,3
987,5,SEA E12.5,12,3,21,2.349,2,4
988,5,SEA E12.5,12,4,36.1,4.314,7,4
989,6,SEA E12.5,12,1,8.7,1.063,0,2
990,6,SEA E12.5,12,2,5.9,0.777,0,1
991,6,SEA E12.5,12,3,3.1,0.363,0,0
992,6,SEA E12.5,12,4,33.3,5.927,11,2
993,7,Saline E12.5,12,1,120,3.234,0,2
994,7,Saline E12.5,12,2,120,5.226,5,8
995,7,Saline E12.5,12,3,15.5,1.441,0,3
996,7,Saline E12.5,12,4,120,10.966,13,15
997,8,Saline E12.5,12,1,5,0.703,0,1
998,8,Saline E12.5,12,2,7.1,1.203,2,0
999,8,Saline E12.5,12,3,13.4,1.892,4,0
1000,8,Saline E12.5,12,4,19.5,3.522,6,2
1001,9,Saline E12.5,12,1,21.3,2.12,0,4
1002,9,Saline E12.5,12,2,5.5,0.686,0,1
1003,9,Saline E12.5,12,3,7.3,0.675,0,1
1004,9,Saline E12.5,12,4,8.6,1.172,2,1
1005,10,Saline E12.5,12,1,2.5,0.385,0,0
1006,10,Saline E12.5,12,2,8.4,1.131,2,0
1007,10,Saline E12.5,12,3,6.4,0.966,2,0
1008,10,Saline E12.5,12,4,18.7,3.156,6,3
1009,11,SEA E12.5,12,1,3.5,0.44,0,1
